id:ID,no,name,protocol_layer,protocol_suite,abbreviation,character,work_group,:LABEL,
4659,5186,Internet Group Management Protocol Version 3 (IGMPv3) / Multicast Listener Discovery Version 2 (MLDv2) and Multicast Routing Protocol Interaction,,,IGMPv3,company,Network Working Group,RFC,
4660,5187,OSPFv3 Graceful Restart,,,,company,Network Working Group,RFC,
4661,5188,RTP Payload Format for the Enhanced Variable Rate Wideband Codec (EVRC-WB) and the Media Subtype Updates for EVRC-B Codec,,,EVRC-WB,company,Network Working Group,RFC,
4662,5189,Middlebox Communication (MIDCOM) Protocol Semantics,,,MIDCOM,company,Network Working Group,RFC,
4663,519,Resource Evaluation ,,,,company,Network Working Group,RFC,
4664,5190,Definitions of Managed Objects for Middlebox Communication,,,,company,Network Working Group,RFC,
4665,5191,Protocol for Carrying Authentication for Network Access (PANA),,,PANA,company,Network Working Group,RFC,
4666,5192,DHCP Options for Protocol for Carrying Authentication for Network Access (PANA) Authentication Agents,,,PANA,company,Network Working Group,RFC,
4667,5193,Protocol for Carrying Authentication for Network Access (PANA) Framework,,,PANA,company,Network Working Group,RFC,
4668,5194,Framework for Real-Time Text over IP Using the Session Initiation Protocol (SIP),,Celluar,SIP,military,,RFC,
4669,5195,BGP-Based Auto-Discovery for Layer-1 VPNs,,,,company,Network Working Group,RFC,
4670,5196,Session Initiation Protocol (SIP) User Agent Capability Extension to Presence Information Data Format (PIDF),,,SIP,company,Network Working Group,RFC,
4671,5197,On the Applicability of Various Multimedia Internet KEYing (MIKEY) Modes and Extensions,,,MIKEY,company,Network Working Group,RFC,
4672,5198,Unicode Format for Network Interchange,,,,person,Network Working Group,RFC,
4673,5199,Not Issued,,,,military,,RFC,
4674,52, Updated distribution list ,,,,company,Network Working Group,RFC,
4675,520, Memo to FTP group: Proposal for File Access Protocol ,,,,company,Network Working Group,RFC,
4676,5200,Not Issued,,,,military,,RFC,
4677,5201,Host Identity Protocol,,,,company,Network Working Group,RFC,
4678,5202,Using the Encapsulating Security Payload (ESP) Transport Format with the Host Identity Protocol (HIP),,,ESP,company,Network Working Group,RFC,
4679,5203,Host Identity Protocol (HIP) Registration Extension,,,HIP,company,Network Working Group,RFC,
4680,5204,Host Identity Protocol (HIP) Rendezvous Extension,,,HIP,company,Network Working Group,RFC,
4681,5205,Host Identity Protocol (HIP) Domain Name System (DNS) Extensions,,,HIP,company,Network Working Group,RFC,
4682,5206,End-Host Mobility and Multihoming with the Host Identity Protocol,,,,company,Network Working Group,RFC,
4683,5207,NAT and Firewall Traversal Issues of Host Identity Protocol (HIP) Communication,,,HIP,company,Network Working Group,RFC,
4684,5208,Public-Key Cryptography Standards (PKCS) #8: Private-Key Information Syntax Specification Version 1.2,,,PKCS,company,Network Working Group,RFC,
4685,5209,Network Endpoint Assessment (NEA): Overview and Requirements,,,NEA,company,Network Working Group,RFC,
4686,521, Restricted use of IMP DDT ,,,,company,Network Working Group,RFC,
4687,5210,A Source Address Validation Architecture (SAVA) Testbed and Deployment Experience,,,SAVA,company,Network Working Group,RFC,
4688,5211,An Internet Transition Plan,,,,person,Network Working Group,RFC,
4689,5212,Requirements for GMPLS-Based Multi-Region and Multi-Layer Networks (MRN/MLN),,,MRN/MLN,company,Network Working Group,RFC,
4690,5213,Proxy Mobile IPv6,,Celluar,,company,,RFC,
4691,5214,Intra-Site Automatic Tunnel Addressing Protocol (ISATAP),,,ISATAP,company,Network Working Group,RFC,
4692,5215,RTP Payload Format for Vorbis Encoded Audio,,,,company,Network Working Group,RFC,
4693,5216,The EAP-TLS Authentication Protocol,,,,company,Network Working Group,RFC,
4694,5217,Memorandum for Multi-Domain Public Key Infrastructure Interoperability,,,,company,,RFC,
4695,5218,What Makes for a Successful Protocol?,,,,company,Network Working Group,RFC,
4696,5219,A More Loss-Tolerant RTP Payload Format for MP3 Audio,,,,company,Network Working Group,RFC,
4697,522,Traffic Statistics (May 1973) ,,,May-73,company,Network Working Group,RFC,
4698,5220,Problem Statement for Default Address Selection in Multi-Prefix Environments: Operational Issues of RFC 3484 Default Rules,,,,company,Network Working Group,RFC,
4699,5221,Requirements for Address Selection Mechanisms,,,,company,Network Working Group,RFC,
4700,5222,LoST: A Location-to-Service Translation Protocol,,,,company,Network Working Group,RFC,
4701,5223,Discovering Location-to-Service Translation (LoST) Servers Using the Dynamic Host Configuration Protocol (DHCP),,,LoST,company,Network Working Group,RFC,
4702,5224,Diameter Policy Processing Application,,,,company,Network Working Group,RFC,
4703,5225,RObust Header Compression Version 2 (ROHCv2): Profiles for RTP  UDP  IP  ESP and UDP-Lite,,,ROHCv2,company,Network Working Group,RFC,
4704,5226,Guidelines for Writing an IANA Considerations Section in RFCs,,,,company,Network Working Group,RFC,
4705,5227,IPv4 Address Conflict Detection,,,,company,Network Working Group,RFC,
4706,5228,Sieve: An Email Filtering Language,,,,military,,RFC,
4707,5229,Sieve Email Filtering: Variables Extension,,,,company,Network Working Group,RFC,
4708,523, SURVEY is in operation again ,,,,company,Network Working Group,RFC,
4709,5230,Sieve Email Filtering: Vacation Extension,,,,company,Network Working Group,RFC,
4710,5231,Sieve Email Filtering: Relational Extension,,,,company,Network Working Group,RFC,
4711,5232,Sieve Email Filtering: Imap4flags Extension,,,,company,Network Working Group,RFC,
4712,5233,Sieve Email Filtering: Subaddress Extension,,,,company,Network Working Group,RFC,
4713,5234,Augmented BNF for Syntax Specifications: ABNF,,,,company,,RFC,
4714,5235,Sieve Email Filtering: Spamtest and Virustest Extensions,,,,person,Network Working Group,RFC,
4715,5236,Improved Packet Reordering Metrics,,,,company,Network Working Group,RFC,
4716,5237,IANA Allocation Guidelines for the Protocol Field,,,,company,Network Working Group,RFC,
4717,5238,Datagram Transport Layer Security (DTLS) over the Datagram Congestion Control Protocol (DCCP),,,DTLS,company,Network Working Group,RFC,
4718,5239,A Framework for Centralized Conferencing,,,,company,Network Working Group,RFC,
4719,524, Proposed Mail Protocol ,,,,company,Network Working Group,RFC,
4720,5240,Protocol Independent Multicast (PIM) Bootstrap Router MIB,,,PIM,person,Network Working Group,RFC,
4721,5241,Naming Rights in IETF Protocols,,,,company,Network Working Group,RFC,
4722,5242,A Generalized Unified Character Code: Western European and CJK Sections,,,,company,Network Working Group,RFC,
4723,5243,OSPF Database Exchange Summary List Optimization,,,,company,Network Working Group,RFC,
4724,5244,Definition of Events for Channel-Oriented Telephony Signalling,,,,company,Network Working Group,RFC,
4725,5245,Interactive Connectivity Establishment (ICE): A Protocol for Network Address Translator (NAT) Traversal for Offer/Answer Protocols,,,ICE,company,Internet Engineering Task Force (IETF),RFC,
4726,5246,The Transport Layer Security (TLS) Protocol Version 1.2,,,TLS,company,Network Working Group,RFC,
4727,5247,Extensible Authentication Protocol (EAP) Key Management Framework,,,EAP,company,Network Working Group,RFC,
4728,5248,A Registry for SMTP Enhanced Mail System Status Codes,,,,person,Network Working Group,RFC,
4729,5249,Templates for Internet-Drafts Containing MIB Modules,,,,military,,RFC,
4730,525, MIT-MATHLAB meets UCSB-OLS -an example of resource sharing ,,,,company,Network Working Group,RFC,
4731,5250,The OSPF Opaque LSA Option,,,,company,Network Working Group,RFC,
4732,5251,Layer 1 VPN Basic Mode,,,,company,,RFC,
4733,5252,OSPF-Based Layer 1 VPN Auto-Discovery,,,,company,Network Working Group,RFC,
4734,5253,Applicability Statement for Layer 1 Virtual Private Network (L1VPN) Basic Mode,,,L1VPN,military,,RFC,
4735,5254,Requirements for Multi-Segment Pseudowire Emulation Edge-to-Edge (PWE3),,,PWE3,military,,RFC,
4736,5255,Internet Message Access Protocol Internationalization,,,,company,Network Working Group,RFC,
4737,5256,Internet Message Access Protocol - SORT and THREAD Extensions,,,,company,Network Working Group,RFC,
4738,5257,Internet Message Access Protocol - ANNOTATE Extension,,,,company,Network Working Group,RFC,
4739,5258,Internet Message Access Protocol version 4 - LIST Command Extensions,,,,company,Network Working Group,RFC,
4740,5259,Internet Message Access Protocol - CONVERT Extension,,,,military,,RFC,
4741,526, Technical meeting: Digital image processing software systems ,,,,company,Network Working Group,RFC,
4742,5260,Sieve Email Filtering: Date and Index Extensions,,,,company,Network Working Group,RFC,
4743,5261,An Extensible Markup Language (XML) Patch Operations Framework Utilizing XML Path Language (XPath) Selectors,,,XML,company,Network Working Group,RFC,
4744,5262,Presence Information Data Format (PIDF) Extension for Partial Presence,,,PIDF,company,Network Working Group,RFC,
4745,5263,Session Initiation Protocol (SIP) Extension for Partial Notification of Presence Information,,,SIP,company,Network Working Group,RFC,
4746,5264,Publication of Partial Presence Information,,,,company,Network Working Group,RFC,
4747,5265,Mobile IPv4 Traversal across IPsec-Based VPN Gateways,,,,company,Network Working Group,RFC,
4748,5266,Secure Connectivity and Mobility Using Mobile IPv4 and IKEv2 Mobility and Multihoming (MOBIKE),,,MOBIKE,company,Network Working Group,RFC,
4749,5267,Contexts for IMAP4,,,,company,Network Working Group,RFC,
4750,5268,Mobile IPv6 Fast Handovers,,,,military,,RFC,
4751,5269,Distributing a Symmetric Fast Mobile IPv6 (FMIPv6) Handover Key Using SEcure Neighbor Discovery (SEND),,,FMIPv6,company,Network Working Group,RFC,
4752,527, ARPAWOCKY ,,,,company,Network Working Group,RFC,
4753,5270,Mobile IPv6 Fast Handovers over IEEE 802.16e Networks,,,,company,Network Working Group,RFC,
4754,5271,Mobile IPv6 Fast Handovers for 3G CDMA Networks,,CDMA,,company,Network Working Group,RFC,
4755,5272,Certificate Management over CMS (CMC),,,CMC,company,Network Working Group,RFC,
4756,5273,Certificate Management over CMS (CMC): Transport Protocols,,,CMC,company,Network Working Group,RFC,
4757,5274,Certificate Management Messages over CMS (CMC): Compliance Requirements,,,CMC,company,Network Working Group,RFC,
4758,5275,CMS Symmetric Key Management and Distribution,,,,company,Network Working Group,RFC,
4759,5276,Using the Server-Based Certificate Validation Protocol (SCVP) to Convey Long-Term Evidence Records,,,SCVP,company,Network Working Group,RFC,
4760,5277,NETCONF Event Notifications,,,,company,Network Working Group,RFC,
4761,5278,IANA Registration of Enumservices for Voice and Video Messaging,,,,company,Network Working Group,RFC,
4762,5279,A Uniform Resource Name (URN) Namespace for the 3rd Generation Partnership Project (3GPP),,,URN,company,Network Working Group,RFC,
4763,528, Software checksumming in the IMP and network reliability ,,,,company,Network Working Group,RFC,
4764,5280,Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List (CRL) Profile,,,CRL,company,Network Working Group,RFC,
4765,5281,Extensible Authentication Protocol Tunneled Transport Layer Security Authenticated Protocol Version 0 (EAP-TTLSv0),,,EAP-TTLSv0,company,Network Working Group,RFC,
4766,5282,Using Authenticated Encryption Algorithms with the Encrypted Payload of the Internet Key Exchange version 2 (IKEv2) Protocol,,,IKEv2,person,Network Working Group,RFC,
4767,5283,LDP Extension for Inter-Area Label Switched Paths (LSPs),,,LSPs,company,Network Working Group,RFC,
4768,5284,User-Defined Errors for RSVP,,,,company,Network Working Group,RFC,
4769,5285,A General Mechanism for RTP Header Extensions,,,,company,Network Working Group,RFC,
4770,5286,Basic Specification for IP Fast Reroute: Loop-Free Alternates,,,,military,,RFC,
4771,5287,Control Protocol Extensions for the Setup of Time-Division Multiplexing (TDM) Pseudowires in MPLS Networks,,,TDM,company,Network Working Group,RFC,
4772,5288,AES Galois Counter Mode (GCM) Cipher Suites for TLS,,,GCM,company,Network Working Group,RFC,
4773,5289,TLS Elliptic Curve Cipher Suites with SHA-256/384 and AES Galois Counter Mode (GCM),,,GCM,company,Network Working Group,RFC,
4774,529, Note on protocol synch sequences ,,,,company,Network Working Group,RFC,
4775,5290,Comments on the Usefulness of Simple Best-Effort Traffic,,,,company,Network Working Group,RFC,
4776,5291,Outbound Route Filtering Capability for BGP-4,,,,company,Network Working Group,RFC,
4777,5292,Address-Prefix-Based Outbound Route Filter for BGP-4,,,,company,Network Working Group,RFC,
4778,5293,Sieve Email Filtering: Editheader Extension,,,,company,Network Working Group,RFC,
4779,5294,Host Threats to Protocol Independent Multicast (PIM),,,PIM,company,Network Working Group,RFC,
4780,5295,Specification for the Derivation of Root Keys from an Extended Master Session Key (EMSK),,,EMSK,company,Network Working Group,RFC,
4781,5296,EAP Extensions for EAP Re-authentication Protocol (ERP),,,ERP,company,Network Working Group,RFC,
4782,5297,Synthetic Initialization Vector (SIV) Authenticated Encryption Using the Advanced Encryption Standard (AES),,,SIV,company,Network Working Group,RFC,
4783,5298,Analysis of Inter-Domain Label Switched Path (LSP) Recovery,,,LSP,company,,RFC,
4784,5299,Not Issued,,,,military,,RFC,
4785,53, Official protocol mechanism ,,,,company,Network Working Group,RFC,
4786,530,Report on the Survey Project ,,,,military,,RFC,
4787,5300,Not Issued,,,,military,,RFC,
4788,5301,Dynamic Hostname Exchange Mechanism for IS-IS,,,,company,Network Working Group,RFC,
4789,5302,Domain-Wide Prefix Distribution with Two-Level IS-IS,,,,company,Network Working Group,RFC,
4790,5303,Three-Way Handshake for IS-IS Point-to-Point Adjacencies,,,,company,Network Working Group,RFC,
4791,5304,IS-IS Cryptographic Authentication,,,,company,Network Working Group,RFC,
4792,5305,IS-IS Extensions for Traffic Engineering,,,,person,Network Working Group,RFC,
4793,5306,Restart Signaling for IS-IS,,,,company,Network Working Group,RFC,
4794,5307,IS-IS Extensions in Support of Generalized Multi-Protocol Label Switching (GMPLS),,,GMPLS,military,,RFC,
4795,5308,Routing IPv6 with IS-IS,,,,company,Network Working Group,RFC,
4796,5309,Point-to-Point Operation over LAN in Link State Routing Protocols,,,,military,,RFC,
4797,531, Feast or famine? A response to two recent RFC's about network information ,,,,company,Network Working Group,RFC,
4798,5310,IS-IS Generic Cryptographic Authentication,,,,company,Network Working Group,RFC,
4799,5311,Simplified Extension of Link State PDU (LSP) Space for IS-IS,,,LSP,company,,RFC,
4800,5312,Not Issued,,,,military,,RFC,
4801,5313,Not Issued,,,,military,,RFC,
4802,5314,Not Issued,,,,military,,RFC,
4803,5315,Not Issued,,,,military,,RFC,
4804,5316,ISIS Extensions in Support of Inter-Autonomous System (AS) MPLS and GMPLS Traffic Engineering,,,AS,company,Network Working Group,RFC,
